,Gompertz,Logistic,Richards,Von-Bert,MMF
77,342.6247873,430.6175604,-8.34E-59,305.4242475,284.9723604
78,345.9541483,433.1580103,-1.68E-59,309.3273982,291.579844
79,349.3019102,435.7111748,-3.40E-60,313.2508385,298.1705227
80,352.6680406,438.2770907,-6.86E-61,317.194427,304.7445619
81,356.0525058,440.8557946,-1.39E-61,321.1580218,311.302123
82,359.4552712,443.4473228,-2.80E-62,325.1414807,317.8433635
83,362.8763012,446.0517115,-5.65E-63,329.1446613,324.3684375
84,366.3155588,448.6689965,-1.14E-63,333.1674207,330.8774958
85,369.7730063,451.2992136,-2.30E-64,337.2096156,337.3706855
86,373.2486047,453.9423982,-4.65E-65,341.2711026,343.8481506
87,376.7423141,456.5985853,-9.38E-66,345.3517379,350.3100322
88,380.2540933,459.26781,-1.89E-66,349.4513777,356.7564681
89,383.7839004,461.9501069,-3.82E-67,353.5698775,363.1875934
90,387.3316921,464.6455104,-7.72E-68,357.7070931,369.6035402
91,390.8974244,467.3540546,-1.56E-68,361.8628796,376.0044382
92,394.4810519,470.0757734,-3.15E-69,366.0370922,382.3904141
93,398.0825286,472.8107004,-6.36E-70,370.2295859,388.7615923
94,401.7018072,475.5588689,-1.28E-70,374.4402156,395.1180947
95,405.3388394,478.320312,-2.59E-71,378.6688359,401.4600407
96,408.9935759,481.0950622,-5.23E-72,382.9153013,407.7875476
97,412.6659667,483.8831522,-1.06E-72,387.1794664,414.1007303
98,416.3559603,486.684614,-2.13E-73,391.4611854,420.3997015
99,420.0635045,489.4994794,-4.30E-74,395.7603127,426.684572
100,423.7885463,492.32778,-8.69E-75,400.0767024,432.9554504
101,427.5310314,495.169547,-1.75E-75,404.4102087,439.2124433
102,431.2909046,498.0248112,-3.54E-76,408.7606858,445.4556555
103,435.0681099,500.8936031,-7.15E-77,413.1279877,451.6851898
104,438.8625903,503.7759531,-1.44E-77,417.5119686,457.9011473
105,442.6742876,506.671891,-2.92E-78,421.9124825,464.1036272
106,446.5031432,509.5814463,-5.89E-79,426.3293837,470.2927272
107,450.349097,512.5046483,-1.19E-79,430.7625262,476.4685431
108,454.2120883,515.4415257,-2.40E-80,435.2117643,482.6311692
109,458.0920554,518.392107,-4.84E-81,439.6769522,488.7806983
110,461.9889359,521.3564204,-9.78E-82,444.1579443,494.9172215
111,465.902666,524.3344935,-1.97E-82,448.654595,501.0408284
112,469.8331816,527.3263539,-3.99E-83,453.1667588,507.1516075
113,473.7804173,530.3320284,-8.05E-84,457.6942903,513.2496454
114,477.7443071,533.3515436,-1.62E-84,462.2370443,519.3350275
115,481.7247838,536.3849259,-3.28E-85,466.7948756,525.4078381
116,485.7217798,539.4322009,-6.62E-86,471.3676392,531.4681598
117,489.7352262,542.4933941,-1.34E-86,475.9551904,537.5160743
118,493.7650536,545.5685306,-2.70E-87,480.5573844,543.5516617
119,497.8111915,548.6576348,-5.45E-88,485.1740767,549.5750011
120,501.8735688,551.760731,-1.10E-88,489.805123,555.5861704
121,505.9521135,554.877843,-2.22E-89,494.4503792,561.5852463
122,510.0467527,558.008994,-4.49E-90,499.1097013,567.5723044
123,514.1574128,561.1542069,-9.06E-91,503.7829457,573.5474193
124,518.2840194,564.3135043,-1.83E-91,508.4699688,579.5106642
125,522.4264974,567.486908,-3.69E-92,513.1706274,585.4621116
126,526.5847707,570.6744397,-7.45E-93,517.8847784,591.4018328
127,530.7587626,573.8761203,-1.50E-93,522.6122792,597.3298982
128,534.9483957,577.0919707,-3.04E-94,527.3529871,603.2463771
129,539.1535917,580.3220108,-6.13E-95,532.1067599,609.151338
130,543.3742716,583.5662605,-1.24E-95,536.8734558,615.0448483
131,547.6103558,586.8247388,-2.50E-96,541.6529329,620.9269745
132,551.8617638,590.0974645,-5.05E-97,546.44505,626.7977825
133,556.1284144,593.3844559,-1.02E-97,551.2496658,632.6573369
134,560.410226,596.6857307,-2.06E-98,556.0666397,638.5057017
