,Gompertz,Logistic,Richards,Von-Bert,MMF
69,-213.6558639,-307.7472032,103,-171.9462936,-128.4862834
70,-212.8369812,-306.1872856,107,-171.6820896,-131.2346727
71,-206.0367194,-298.6397809,117,-165.4392902,-127.964776
72,-198.2550549,-290.1047275,128,-158.2177578,-123.6767956
73,-186.4919629,-277.5821637,143,-147.0173542,-115.3709286
74,-182.7474177,-273.0721273,150,-143.8379408,-115.0473669
75,-178.0213922,-267.5746562,158,-139.6793784,-113.7062975
76,-175.3138585,-264.0897881,164,-137.5415273,-114.3479027
77,-175.6247873,-263.6175604,167,-138.4242475,-117.9723604
78,-174.9541483,-262.1580103,171,-138.3273982,-120.579844
79,-173.3019102,-259.7111748,176,-137.2508385,-122.1705227
80,-170.6680406,-256.2770907,182,-135.194427,-122.7445619
81,-165.0525058,-249.8557946,191,-130.1580218,-120.302123
82,-167.4552712,-251.4473228,192,-133.1414807,-125.8433635
83,-162.8763012,-246.0517115,200,-129.1446613,-124.3684375
84,-155.3155588,-237.6689965,211,-122.1674207,-119.8774958
85,-148.7730063,-230.2992136,221,-116.2096156,-116.3706855
86,-152.2486047,-232.9423982,221,-120.2711026,-122.8481506
87,-150.7423141,-230.5985853,226,-119.3517379,-124.3100322
88,-147.2540933,-226.26781,233,-116.4513777,-123.7564681
89,-134.7839004,-212.9501069,249,-104.5698775,-114.1875934
90,-133.3316921,-210.6455104,254,-103.7070931,-115.6035402
91,-131.8974244,-208.3540546,259,-102.8628796,-117.0044382
92,-133.4810519,-209.0757734,261,-105.0370922,-121.3904141
93,-125.0825286,-199.8107004,273,-97.22958594,-115.7615923
94,-114.7018072,-188.5588689,287,-87.44021562,-108.1180947
95,-106.3388394,-179.320312,299,-79.6688359,-102.4600407
96,-94.99357595,-167.0950622,314,-68.91530134,-93.78754758
97,-97.66596666,-168.8831522,315,-72.17946639,-99.10073026
98,-93.35596027,-163.684614,323,-68.4611854,-97.39970151
99,-87.06350455,-156.4994794,333,-62.76031266,-93.68457201
100,-81.78854631,-150.32778,342,-58.07670236,-90.95545039
101,-73.53103137,-141.169547,354,-50.41020869,-85.21244331
102,-70.2909046,-137.0248112,361,-47.76068576,-84.45565549
103,-70.06810991,-135.8936031,365,-48.12798768,-86.68518979
104,-56.86259025,-121.7759531,382,-35.51196857,-75.90114726
105,-55.67428764,-119.671891,387,-34.91248253,-77.10362719
106,-47.50314316,-110.5814463,399,-27.32938368,-71.29272716
107,-43.34909697,-105.5046483,407,-23.7625262,-69.46854307
108,-34.21208829,-95.44152566,420,-15.21176428,-62.6311692
109,-34.09205545,-94.39210699,424,-15.6769522,-64.78069827
110,-6.988935853,-66.35642037,455,10.84205571,-39.91722145
111,3.097333971,-55.33449355,469,20.34540503,-32.04082844
112,5.166818397,-52.32635389,475,21.83324124,-32.15160747
113,13.21958268,-43.33202838,487,29.30570973,-26.24964535
114,28.25569294,-27.35154364,506,43.76295575,-13.33502753
115,36.27521617,-18.38492587,518,51.20512443,-7.407838096
116,39.27822023,-14.43220089,525,53.63236077,-6.468159843
117,43.26477381,-9.493394114,533,57.04480961,-4.516074283
118,48.23494644,-3.56853055,542,61.44261562,-1.551661685
119,51.18880851,0.342365208,549,63.82592331,-0.575001104
120,52.12643121,2.239268985,554,64.194877,-1.586170413
121,52.04788655,3.122157029,558,63.54962081,-3.585246331
122,54.95324735,6.991006018,565,65.89029868,-2.572304449
123,58.84258722,11.84579307,573,69.21705432,-0.547419257
124,71.71598059,25.68649573,590,81.53003122,10.48933582
125,80.57350264,35.513092,603,89.82937264,17.53788843
126,89.41522933,45.32556034,616,98.11522159,24.59816721
127,97.24123739,54.12387966,628,105.3877208,30.67010182
128,99.05160432,56.90802932,634,106.6470129,30.7536229
129,105.8464083,64.67798918,645,112.8932401,35.84866203
130,110.6257284,70.43373954,654,117.1265442,38.95515173
131,121.3896442,82.17526121,669,127.3470671,48.07302545
132,132.1382362,93.90253545,684,137.55495,57.20221751
133,132.8715856,95.61554406,689,137.7503342,56.34266311
134,148.589774,112.3142693,709,152.9333603,70.4942983
135,159.2928842,123.9986939,724,163.1041688,79.65705999
136,170.9809992,136.6688012,740,174.2628999,89.83088587
137,170.6542029,137.324575,744,173.4096934,88.01571447
138,176.31258,143.9659996,754,178.5446887,92.21148507
139,177.9562156,146.5930598,760,179.668025,92.41813774
140,182.5851956,152.2057409,769,183.779841,95.63561328
141,181.1996065,151.804029,772,181.8802753,92.86385326
142,182.7995353,154.3879104,778,182.9694657,93.10279993
143,189.3850699,161.9573722,789,189.04755,98.35239628
144,196.9562986,170.5124019,801,196.1146655,104.612586
145,196.5133104,171.0529875,805,195.1709491,102.8833134
146,200.0561947,175.5791178,813,198.2165374,105.1645234
147,215.5850418,192.090782,833,213.2515663,119.4561619
148,223.0999423,200.5879699,845,220.2761718,125.758175
149,229.6009876,208.0706719,856,226.290489,131.0705097
150,227.0882693,206.538879,858,223.2946529,127.3931135
151,224.56188,204.9925828,860,220.288798,123.7259347
152,228.0219125,209.4317754,868,223.2730583,126.0689218
153,228.4684602,210.8564497,873,223.2475674,125.4220243
154,228.9016172,212.2665989,878,223.2124586,124.785192
155,225.3214778,209.6622172,879,219.1678645,120.1583754
156,224.728137,210.043299,883,218.1139176,118.5415255
157,225.1216902,211.4098397,888,218.0507496,117.9345937
158,228.5022335,215.7618351,896,220.9784919,120.3375322
159,237.8698631,226.0992818,910,229.8972756,128.7502936
160,250.224676,239.4221768,927,241.807231,140.1728309
161,248.5667695,238.730518,930,239.7084882,137.6050977
162,249.8962413,241.0243039,936,240.6011767,138.0470481
163,251.2131896,243.3035334,942,241.4854256,138.4986367
164,249.517713,242.5682065,945,239.3613636,135.9598185
165,249.8099105,243.8183235,950,239.2291186,135.430549
166,251.0898816,246.0538855,956,240.0888183,135.9107843
167,246.3577261,242.2748943,956,234.9405898,130.4004806
168,251.6135443,248.4813523,966,239.7845598,134.8995949
169,253.8574367,251.6732628,973,241.6208544,136.4080845
170,250.0895042,248.8506296,974,237.4495993,131.925907
171,246.3098482,246.0134572,975,233.2709195,127.4530207
172,243.5185704,244.1617509,977,230.0849397,123.9893841
173,242.7157728,244.2955165,981,228.891784,122.5349561
174,241.9015577,244.4147609,985,227.691576,121.0896962
175,244.0760278,247.5194913,992,229.4844388,122.6535641
176,243.2392861,247.6097159,996,228.2704949,121.2265199
177,239.3914358,244.6854435,997,224.0498665,116.8085242
178,239.5325806,245.7466837,1002,223.822675,116.3995379
179,236.6628242,243.7934467,1004,220.5890414,112.9995222
180,234.7822709,242.8257437,1007,218.3490861,110.6084389
181,232.891025,241.8435864,1010,216.1029292,108.2262498
182,228.9891912,238.8469874,1011,211.85069,103.8529174
183,224.0768745,234.8359599,1011,206.5924873,98.48840438
184,219.15418,230.810518,1011,201.3284396,93.13267372
185,216.2212131,228.7706765,1013,198.0586645,89.78568883
186,211.2780793,224.716451,1013,192.7832794,84.44741342
187,216.3248846,230.6478579,1023,197.5024009,89.11781153
188,215.361735,230.5649143,1027,196.2161452,87.7968475
189,231.3887367,247.4676381,1048,211.9246279,103.484486
190,229.4059962,246.3560481,1051,209.6279641,101.1806921
191,227.41362,245.2301636,1054,207.3262682,98.88543094
192,225.4117149,244.090005,1057,205.0196542,96.59866823
193,224.4003879,243.9355934,1061,203.7082356,95.32036984
194,225.3797461,245.7669505,1067,204.3921252,96.05050195
195,223.3498967,244.5840993,1070,202.0714352,93.78903104
196,223.310947,245.387063,1075,201.7462774,93.53592388
197,219.2630046,242.175866,1076,197.416763,89.29114751
198,216.2061772,239.9505334,1078,194.0830026,86.05466926
199,215.1405724,239.7110912,1082,192.7451062,84.82645673
200,211.0662981,236.4575662,1083,188.4031835,80.60647778
201,210.9834623,237.1899858,1088,188.0573432,80.39470055
202,208.892173,235.9083784,1091,185.7076937,78.19109345
203,205.7925383,233.6127735,1093,182.3543429,74.99562511
204,201.6846663,230.3032009,1094,177.9973981,70.80826447
205,197.5686654,226.9796917,1095,173.6369658,66.62898067
206,195.4446438,225.6422775,1098,171.2731522,64.45774314
207,192.3127099,223.290991,1100,167.9060628,61.29452153
208,187.172972,218.9258657,1100,162.5358026,56.13928574
209,184.0255387,216.5469357,1102,159.162476,52.99200591
210,178.8705183,212.1542363,1102,153.7861869,47.85265242
211,174.7080193,208.7478034,1103,149.4070386,43.72119587
212,172.5381502,207.3276739,1106,147.0251336,41.59760709
213,169.3610195,204.8938855,1108,143.6405742,38.48185715
214,167.1767356,203.4464768,1111,141.2534619,36.37391734
215,161.985407,198.9854872,1111,135.8638978,31.27375917
216,157.7871421,195.510957,1112,131.4719822,27.18135435
217,152.5820494,191.0229274,1112,126.0778149,22.09667482
218,147.3702372,186.5214404,1112,120.6814954,17.01969275
219,143.1518139,183.0065389,1113,116.2831223,12.95038049
220,137.9268877,178.4782667,1113,110.8827937,7.8887106
221,132.6955668,173.9366685,1113,105.4806072,2.834655866
222,127.4579595,169.3817897,1113,100.0766598,-2.211810743
223,122.2141737,164.8136768,1113,94.67104807,-7.250716051
224,116.9643176,160.232377,1113,89.26386773,-12.28208669
225,111.7084991,155.6379386,1113,83.85521413,-17.30594909
226,108.4468259,153.0304105,1115,80.445182,-20.3223295
227,103.1794058,148.4098427,1115,75.03386551,-25.33125397
228,97.90634649,143.7762859,1115,69.62135825,-30.33274836
229,93.62775544,140.1297919,1116,65.20775325,-34.32683836
230,88.34374007,135.4704133,1116,59.79314299,-39.31354946
231,83.05440765,130.7982034,1116,54.37761935,-44.29290698
232,80.75986532,129.1132166,1119,51.96127368,-46.26493606
233,79.46022008,128.4155082,1123,50.54419673,-47.22966165
234,76.15557881,125.7051342,1125,47.12647872,-50.18710855
235,70.84604821,120.9821516,1125,41.70820928,-55.13730137
236,65.53173483,116.2466183,1125,36.28947749,-60.08026454
237,60.21274507,111.4985931,1125,30.87037186,-65.01602236
238,56.88918515,108.7381356,1127,27.45098036,-67.94459892
239,53.56116112,105.9653063,1129,24.03139037,-70.86601816
240,48.22877883,101.1801666,1129,18.61168872,-75.78030388
241,43.89214398,97.38277885,1130,14.19196169,-79.68747969
242,40.55136204,94.57320618,1132,10.77229501,-82.58756905
243,38.2065383,92.75151264,1135,8.352773816,-84.48059527
244,36.85777784,91.91776318,1139,6.933482725,-85.36658149
245,33.50518554,89.0720236,1141,3.514505783,-88.2455507
246,31.14886604,87.21436058,1144,1.095926482,-90.11752576
247,25.78892379,82.3448417,1144,-4.322172236,-94.98252935
248,22.42546298,79.46353538,1146,-7.739707984,-97.84058401
249,18.0585876,75.57051094,1147,-12.15659892,-101.6917121
250,16.68840138,74.66583856,1151,-13.57276377,-102.535936
251,15.31500782,73.74958929,1155,-14.98812177,-103.3732777
252,9.938510149,68.82183505,1155,-20.40259276,-108.2037591
253,4.559011374,63.88264862,1155,-25.81609707,-113.0274022
254,-0.823385777,58.93210364,1155,-31.22855561,-117.8442286
255,-7.208578834,52.97027462,1154,-37.63988983,-123.6542598
256,-8.596465595,51.99723693,1158,-39.05002172,-124.4575173
257,-11.98694413,49.01306678,1160,-42.45887379,-127.2540223
258,-15.3799128,46.01784124,1162,-45.86636913,-130.043796
259,-20.77527022,41.01163824,1162,-51.27243134,-134.8268593
260,-25.17291533,36.99453655,1163,-55.67698457,-138.6032332
261,-30.57274734,31.96661577,1163,-61.0799535,-143.3729384
262,-35.97466576,26.92795635,1163,-66.48126334,-148.1359955
263,-41.3785704,21.87863959,1163,-71.88083985,-152.892425
264,-46.78436138,16.8187476,1163,-77.27860931,-157.6422473
265,-52.19193913,11.74836334,1163,-82.67449853,-162.3854827
266,-55.60120439,8.66757058,1165,-86.06843486,-165.1221511
267,-61.01205824,3.576453922,1165,-91.46034617,-169.8522727
268,-65.42440206,-0.524901218,1166,-95.85016085,-173.5758674
269,-69.83813756,-4.636408611,1167,-100.2378078,-177.2929548
270,-74.25316678,-8.757981217,1168,-104.6232165,-181.0035546
271,-78.66939213,-12.88953119,1169,-109.0063169,-184.7076863
272,-84.0867163,-18.03096989,1169,-114.3870396,-189.4053695
273,-89.50504237,-23.18220787,1169,-119.7653154,-194.0966232
274,-92.92427376,-26.34315491,1171,-123.1410759,-196.7814668
275,-98.34431423,-31.51371998,1171,-128.5142531,-201.4599193
276,-101.7650679,-34.69381129,1173,-131.8847797,-204.1319996
277,-107.1864392,-39.88333626,1173,-137.2525887,-208.7977266
278,-109.6083331,-42.08220156,1176,-139.6176136,-210.457119
279,-114.0306547,-46.29031307,1177,-143.9797885,-214.1101955
280,-117.4533095,-49.50757592,1179,-147.339048,-216.7569746
281,-122.8762037,-54.7338945,1179,-152.6953272,-221.3974746
282,-127.2992434,-58.96917244,1180,-157.0485618,-225.031714
283,-132.7223353,-64.21331262,1180,-162.3986877,-229.6597108
284,-137.1453867,-68.4662172,1181,-166.7456416,-233.2814833
285,-141.5683048,-72.72778761,1182,-171.0893607,-236.8970494
286,-144.9909977,-75.99792455,1184,-174.4297825,-239.506427
287,-144.4133735,-75.27652799,1190,-173.766845,-238.1096339
288,-149.8353409,-80.56349723,1190,-179.100487,-242.7066878
289,-151.2568089,-81.85873083,1194,-180.4306474,-243.2976063
290,-153.6776871,-84.16212667,1197,-182.7572658,-244.882407
291,-159.0978851,-89.47358193,1197,-188.0802823,-249.4611071
292,-161.5173134,-91.79299312,1200,-190.3996374,-251.0337241
293,-166.9358825,-97.12025606,1200,-195.7152721,-255.6002752
294,-171.3535036,-101.4552659,1201,-200.027128,-259.1607774
295,-165.7700881,-95.79791722,1212,-194.3351471,-252.7152478
296,-165.185548,-95.14810378,1218,-193.6392717,-251.2637034
297,-167.5997955,-97.50571881,1221,-195.9394449,-252.806161
298,-167.0127435,-96.87065487,1227,-195.2356101,-251.3426373
299,-168.424305,-98.24280391,1231,-196.5277112,-251.873149
300,-168.8343938,-98.62205724,1236,-196.8156924,-251.3977127
301,-168.2429238,-98.00830556,1242,-196.0994988,-249.9163449
302,-169.6498095,-99.40143897,1246,-197.3790755,-250.4290619
303,-174.0549657,-103.801347,1247,-201.6543683,-253.9358802
304,-172.4583079,-102.2079185,1254,-199.9253235,-251.4368158
305,-167.8597518,-97.62104178,1264,-195.1918877,-245.931885
306,-170.2592136,-100.0406047,1267,-197.4540082,-247.4211039
307,-164.65661,-94.46649438,1278,-191.7116325,-240.9044883
308,-159.051858,-88.89859751,1289,-185.9647087,-234.3820542
309,-159.4448751,-89.33680016,1294,-186.2131853,-233.8538175
310,-156.8355795,-86.78098791,1302,-183.4570113,-230.3197937
311,-153.2238894,-83.23104579,1311,-179.6961361,-225.7799986
312,-151.6097238,-81.68685832,1318,-177.9305097,-223.2344477
313,-155.9930021,-86.14830952,1319,-182.1600822,-226.6831566
314,-156.3736439,-86.6152829,1324,-182.3848045,-226.1261406
315,-155.7515696,-86.08766148,1330,-181.6046279,-224.5634151
316,-149.1266999,-79.56532781,1342,-174.8195038,-216.9949953
317,-146.4989558,-77.04816397,1350,-172.0293845,-213.4208963
318,-143.8682591,-74.53605158,1358,-169.2342225,-209.8411334
319,-146.2345319,-77.0288718,1361,-171.4339707,-211.2557214
320,-139.5976965,-70.52650536,1373,-164.6285825,-203.6646755
321,-135.9576762,-67.02883256,1382,-160.8180118,-199.0680103
322,-118.3143942,-49.53573328,1405,-143.0022128,-180.4657408
323,-115.6677747,-47.04708698,1413,-140.1811401,-176.8578817
324,-114.0177419,-45.56277274,1420,-138.3547489,-174.2444476
325,-104.3642207,-36.08266924,1435,-128.5229948,-163.625453
326,-95.70713655,-27.60665478,1449,-119.6858336,-154.0009126
327,-86.04641516,-18.13460729,1464,-109.8432218,-143.3708407
328,-77.38198285,-9.666404363,1478,-100.9951161,-133.7352518
329,-75.71376636,-8.201923221,1485,-99.1414738,-131.0941601
330,-76.04169291,-8.741040761,1490,-99.28225241,-130.4475798
331,-69.36569021,-2.283633555,1502,-92.41741002,-122.7955251
332,-72.68568641,-5.82957786,1504,-95.54690506,-125.1380101
333,-75.00161018,-8.378749628,1507,-97.67069637,-126.4750489
334,-65.31339064,1.068975478,1522,-87.7887432,-115.8066553
335,-49.62095737,16.51372208,1543,-71.90100522,-99.13284338
336,-50.92424045,14.95561507,1547,-73.00744247,-99.45362683
337,-26.22317044,39.39477959,1577,-48.10801542,-73.76901944
338,-30.51767837,34.83134104,1578,-52.20268492,-77.07903493
339,-27.80769573,37.26542505,1586,-49.29141222,-73.38368691
340,-12.09315453,52.69715749,1607,-33.37415897,-56.68298896
341,-11.37398721,53.12666443,1613,-32.45088719,-54.97695459
342,-11.65012672,52.55407215,1618,-32.52155932,-54.26559722
343,-2.921506496,60.9795071,1632,-23.58613817,-44.54893025
344,0.811939572,64.40309594,1641,-19.64458693,-39.82696699
345,1.550277098,64.82496549,1647,-18.69686919,-38.09972069
346,16.29357122,79.24524271,1667,-3.742948914,-22.36720455
347,17.0418866,79.66405473,1673,-2.782790445,-20.6294317
348,32.7952874,95.0815288,1694,13.18364149,-3.886415218
349,35.55383734,97.49779228,1702,16.1563818,-0.138168111
350,38.31759961,99.91297268,1710,19.13546501,3.615296663
351,57.08663697,118.3271976,1734,38.12092528,23.37396621
352,64.86101166,125.7405946,1747,46.11279639,32.13782769
353,64.64078546,125.1532916,1752,46.11111175,32.90686833
354,68.42601966,128.5654162,1761,50.11590443,37.68107541
355,79.21677508,138.9770965,1777,61.1272071,49.46043626
356,84.01311206,143.3884603,1787,66.1450521,55.24493827
357,94.81509045,153.7996354,1803,77.16947138,67.03456889
358,99.62276963,158.21075,1813,82.20049656,72.82931564
359,112.4362085,170.6219319,1831,95.23815888,86.62916606
360,115.2554655,173.033309,1839,98.28248924,90.43410778
361,133.0805985,190.4450094,1862,116.3335182,109.2441285
362,139.911665,196.8571609,1874,123.3912759,117.0592158
363,145.748722,202.2698913,1885,129.4557922,123.8793577
364,146.591826,202.6833286,1891,130.5270967,125.7045418
365,152.441033,208.0976003,1902,136.6052184,132.5347561
366,150.2963986,205.5128343,1905,134.6901862,131.3699886
367,147.1579779,201.9291581,1907,131.7820285,129.2102271
368,150.0258255,204.346699,1915,134.8807735,133.0554598
369,152.8999954,206.7655847,1923,137.986449,136.9056748
370,163.7805414,217.1859421,1939,149.0990823,148.7608602
371,170.6675167,223.6078986,1951,156.2187008,156.6210041
372,168.5609738,221.031581,1954,154.345331,155.4860949
373,173.4609652,225.4571162,1964,159.4789996,161.3561209
374,173.3675425,224.8846307,1969,159.6197325,162.2310703
375,181.2807571,232.3142511,1982,167.7675558,171.1109316
376,182.2006597,232.7461036,1988,168.9224947,172.9956932
377,182.1273008,232.1803143,1993,169.0845745,173.8853437
378,185.0607302,234.617009,2001,172.2538201,177.7798715
379,188.0009974,237.0563133,2009,175.4302558,181.6792652
380,186.9481513,235.4983527,2013,174.6139061,181.5835136
381,181.9022403,229.9432522,2013,169.8047947,177.4926053
382,179.8633126,227.3911368,2016,168.0029452,176.4065289
383,176.8314158,223.842131,2018,165.208381,174.3252734
384,180.8065968,227.2963592,2027,169.4211248,179.2488275
385,175.7889023,221.7539454,2027,164.6411995,175.1771801
386,170.7783786,216.2150133,2027,159.8686274,171.1103202
387,168.7750713,213.6796863,2030,158.1034304,170.0482366
388,163.7790258,208.1480876,2030,153.3456304,165.9909184
389,158.7902868,202.6203399,2030,148.5952488,161.9383547
390,154.8088986,198.0965655,2031,144.8523067,158.8905346
391,149.8349053,192.5768866,2031,140.116825,154.8474471
392,149.8683501,192.0614247,2036,140.3888242,155.8090816
393,147.9092762,189.5503013,2039,138.6683246,154.7754272
394,144.957726,186.0436372,2041,135.9553461,152.7464732
395,147.0137416,187.5415529,2048,138.2499085,155.7222089
396,143.0773648,183.0441685,2049,134.5520312,152.7026237
397,145.1486366,184.5516037,2056,136.8617331,155.687707
398,141.2275978,180.0639778,2057,133.1790332,152.6774483
399,137.3142888,175.5814095,2058,129.5039501,149.671837
400,132.4087494,170.1040173,2058,124.8365019,145.6708627
401,127.511019,164.6319189,2058,120.1767066,141.674515
402,122.6211366,159.1652319,2058,115.524582,137.6827834
403,117.7391407,153.7040732,2058,110.8801455,133.6956576
404,112.8650695,148.2485593,2058,106.2434142,129.7131274
405,107.9989605,142.798806,2058,101.6144051,125.7351824
406,103.1408511,137.3549289,2058,96.99313468,121.7618125
407,99.29077801,132.917043,2059,93.37961937,118.7930074
408,95.44877759,128.4852625,2060,89.77387525,115.8287571
409,90.6148858,123.0597014,2060,85.17591811,111.8690514
410,86.78913813,118.6404731,2061,81.58576353,108.9138803
411,81.97156966,113.2276902,2061,77.00342679,104.9632337
412,77.16221504,107.821465,2061,72.42892292,101.0171016
413,72.36110849,102.4219091,2061,67.8622667,97.0754742
414,67.56828382,97.02913366,2061,63.30347266,93.13834148
415,62.78377441,91.64324905,2061,58.75255505,89.20569361
416,58.00761321,86.26436517,2061,54.20952788,85.27752076
417,53.23983277,80.89259128,2061,49.67440493,81.35381312
418,48.48046521,75.52803605,2061,45.1471997,77.43456096
419,43.72954225,70.1708075,2061,40.62792545,73.51975454
420,38.98709518,64.82101303,2061,36.11659521,69.60938419
421,34.25315488,59.4787594,2061,31.61322174,65.70344027
422,29.52775183,54.14415274,2061,27.11781757,61.80191317
423,25.8109161,49.81729851,2062,23.630395,58.90479332
424,21.10267735,44.49830151,2062,19.15096607,55.01207119
425,17.40306482,40.18726588,2063,15.67954259,52.12373727
426,12.71210737,34.88429507,2063,11.21613614,48.23978211
427,8.029833446,29.58949187,2063,6.76075806,44.36019628
428,3.356271096,24.30295836,2063,2.313419451,40.48497038
429,-1.308552029,19.02479593,2063,-2.125868811,36.61409507
430,-5.964608677,13.75510528,2063,-6.557096082,32.74756101
431,-10.61187199,8.493986368,2063,-10.98025194,28.88535893
432,-15.2503155,3.241538466,2063,-15.39532621,25.02747956
433,-17.87991314,-0.002139892,2065,-17.80230892,23.17391369
434,-22.50063922,-5.236950899,2065,-22.20119032,19.32465214
435,-27.11246845,-10.46279748,2065,-26.59196091,15.47968576
436,-31.71537592,-15.67958331,2065,-30.97461139,11.63900543
437,-36.30933709,-20.88721281,2065,-35.34913268,7.802602059
438,-40.89432784,-26.08559115,2065,-39.71551591,3.970466609
439,-45.47032439,-31.27462425,2065,-44.07375246,0.142590057
440,-49.03730336,-35.45421882,2066,-47.42383388,-2.681036578
441,-53.59524175,-40.62428233,2066,-51.76575196,-6.500422249
442,-58.14411692,-45.78472301,2066,-56.0994987,-10.31557587
443,-62.68390662,-50.93544989,2066,-60.4250663,-14.12650634
444,-67.21458896,-56.07637279,2066,-64.74244719,-17.9332225
445,-70.73614242,-60.20740229,2067,-68.05163397,-20.73573318
446,-75.24854586,-65.32844981,2067,-72.35261948,-24.53404716
447,-79.75177849,-70.43942753,2067,-76.64539675,-28.32817321
448,-84.24581989,-75.54024847,2067,-80.92995901,-32.11812006
449,-88.73065001,-80.63082642,2067,-85.20629971,-35.90389639
450,-93.20624915,-85.71107603,2067,-89.47441246,-39.68551088
451,-97.67259798,-90.78091273,2067,-93.73429112,-43.46297216
452,-102.1296775,-95.84025279,2067,-97.9859297,-47.23628884
453,-102.5774691,-96.8890133,2071,-98.22932244,-47.00546948
454,-107.0159545,-101.9271122,2071,-102.4644638,-50.77052262
455,-111.4451158,-106.9544682,2071,-106.6913483,-54.53145679
456,-115.8649354,-111.9710009,2071,-110.9099708,-58.28828046
457,-120.2753961,-116.9766308,2071,-115.1203262,-62.04100209
458,-124.6764809,-121.9712792,2071,-119.3224099,-65.7896301
459,-101.0681735,-98.95486805,2099,-95.51621706,-41.53417287
460,-105.4504574,-103.9273205,2099,-99.70174333,-45.27463879
461,-109.8233171,-108.8885602,2099,-103.8789844,-49.01103617
462,-96.18673675,-95.83851204,2117,-90.04793629,-34.74337333
463,-100.5407013,-100.7771014,2117,-94.208595,-38.47165854
464,-104.885196,-105.7042548,2117,-98.36095685,-42.19590006
465,-109.2202062,-110.6198994,2117,-102.5050183,-45.91610609
466,-113.5457177,-115.5239633,2117,-106.640776,-49.63228483
467,-117.8617168,-120.4163757,2117,-110.7682267,-53.34444445
468,-122.1681898,-125.2970662,2117,-114.8873675,-57.05259308
469,-126.4651235,-130.1659657,2117,-118.9981955,-60.75673882
470,-130.7525051,-135.0230058,2117,-123.1007081,-64.45688975
471,-135.030322,-139.8681189,2117,-127.1949027,-68.15305393
472,-139.2985619,-144.7012385,2117,-131.280777,-71.84523937
473,-143.5572129,-149.5222987,2117,-135.3583289,-75.53345408
474,-147.8062634,-154.3312346,2117,-139.4275563,-79.21770602
475,-152.0457021,-159.1279823,2117,-143.4884576,-82.89800313
476,-156.275518,-163.9124787,2117,-147.5410309,-86.57435334
477,-160.4957004,-168.6846614,2117,-151.5852748,-90.24676452
478,-164.7062389,-173.4444691,2117,-155.621188,-93.91524454
479,-168.9071235,-178.1918415,2117,-159.6487693,-97.57980124
480,-172.0983443,-181.9267187,2118,-162.6680176,-100.2404424
481,-176.2798919,-186.6490422,2118,-166.6789322,-103.8971759
482,-180.4517572,-191.3587541,2118,-170.6815123,-107.5500093
483,-184.6139312,-196.0557975,2118,-174.6757573,-111.1989505
484,-187.7664054,-199.7401164,2119,-177.661667,-113.8440072
485,-191.9091715,-204.4116554,2119,-181.6392409,-117.485187
486,-196.0422214,-209.0703604,2119,-185.6084791,-121.1224976
487,-200.1655476,-213.716178,2119,-189.5693817,-124.7559466
488,-203.2791425,-217.3490556,2120,-192.5219487,-127.3855416
489,-207.3829991,-221.9689416,2120,-196.4661807,-131.0112902
490,-210.4771104,-225.5757852,2121,-199.402078,-133.6332
491,-214.5614699,-230.1695366,2121,-203.3296414,-137.2512784
492,-218.6360714,-234.7501468,2121,-207.2488717,-140.865533
493,-222.7009088,-239.3175676,2121,-211.1597697,-144.4759713
494,-225.7559764,-242.8717518,2122,-214.0623366,-147.0826007
495,-229.8012687,-247.4126531,2122,-217.9565736,-150.6854286
496,-233.8367805,-251.940226,2122,-221.8424821,-154.2844624
497,-237.8625069,-256.4544259,2122,-225.7200635,-157.8797096
498,-241.8784433,-260.955209,2122,-229.5893195,-161.4711774
499,-245.8845853,-265.4425325,2122,-233.4502519,-165.0588733
500,-247.8809288,-267.9163543,2124,-235.3028626,-166.6428045
501,-251.8674698,-272.3766335,2124,-239.1471536,-170.2229782
502,-254.8442049,-275.8233297,2125,-241.9831271,-172.7994019
503,-258.8111306,-280.2564035,2125,-245.8107854,-176.3720826
504,-261.7682439,-283.6758164,2126,-248.630131,-178.9410277
505,-265.715542,-288.0815308,2126,-252.4411665,-182.5062443
506,-269.6530223,-292.4735098,2126,-256.2438944,-186.0677395
